JobID,Skills,Experience,Internships,Certificates,Projects,Education
83864,"Android, Kotlin, Firebase",Fresher,Internship at Startup,Embedded Cert,"Chatbot, ATS Score System","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83865,"AI, Deep Learning, TensorFlow",Fresher,Internship at Startup,CEH Cert,"E-commerce Website, Banking App","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83866,"Python, Django, Machine Learning",Fresher,Internship in Analytics,Oracle Java Cert,Food Delivery App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83867,"Data Science, Pandas, NLP",2+ years,Internship in Web Company,AWS Architect Cert,Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83868,"Android, Kotlin, Firebase",2+ years,Internship in IoT Lab,Data Science Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83869,"Android, Kotlin, Firebase",1+ years,Internship in AI Research,TensorFlow Cert,Image Recognition System,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83870,"C, Embedded Systems, IoT",1+ years,Internship in Web Company,Embedded Cert,Food Delivery App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83871,"Cybersecurity, Networking, Linux",Fresher,Internship at Security Firm,AWS Architect Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83872,"Data Science, Pandas, NLP",3+ years,Internship in AI Research,AWS Architect Cert,"Chatbot, ATS Score System","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83873,"Python, Django, Machine Learning",3+ years,Internship at IT company,Embedded Cert,Food Delivery App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83874,"C, Embedded Systems, IoT",3+ years,Internship in Web Company,"AWS Certified, Python Certified","Firewall Project, Pen Testing","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83875,"UI/UX, Figma, Adobe XD",1+ years,Internship at Security Firm,Full Stack Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83876,"C, Embedded Systems, IoT",2+ years,Internship at Startup,TensorFlow Cert,"Built ATS system, Spam Classifier","B.Des Design, Bachelor of Design, Design Engineering"
83877,"Cloud Computing, AWS, DevOps",2+ years,Internship at Startup,Oracle Java Cert,"E-commerce Website, Banking App","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83878,"Cloud Computing, AWS, DevOps",1+ years,Internship in AI Research,Oracle Java Cert,"Firewall Project, Pen Testing","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83879,"React, Node.js, MongoDB",Fresher,Internship in Analytics,Data Science Cert,"Firewall Project, Pen Testing","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83880,"UI/UX, Figma, Adobe XD",3+ years,Internship at IT company,Data Science Cert,Social Media App,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83881,"AI, Deep Learning, TensorFlow",3+ years,Internship in Cloud Services,CEH Cert,"E-commerce Website, Banking App","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83882,"Cloud Computing, AWS, DevOps",1+ years,Internship in AI Research,Oracle Java Cert,CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83883,"UI/UX, Figma, Adobe XD",Fresher,Internship in Mobile Dev,"AWS Certified, Python Certified",Image Recognition System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83884,"Python, Django, Machine Learning",1+ years,Internship at Startup,CEH Cert,"Built ATS system, Spam Classifier","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83885,"AI, Deep Learning, TensorFlow",2+ years,Internship in Mobile Dev,UI/UX Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83886,"Java, Spring Boot, MySQL",2+ years,Internship at Security Firm,UI/UX Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83887,"Android, Kotlin, Firebase",3+ years,Internship in Cloud Services,Embedded Cert,"E-commerce Website, Banking App","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83888,"AI, Deep Learning, TensorFlow",2+ years,Internship in AI Research,UI/UX Cert,Image Recognition System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83889,"C, Embedded Systems, IoT",2+ years,Internship in Web Company,TensorFlow Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83890,"AI, Deep Learning, TensorFlow",3+ years,Internship in IoT Lab,AWS Architect Cert,"Firewall Project, Pen Testing","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83891,"Data Science, Pandas, NLP",1+ years,Internship in Mobile Dev,Full Stack Cert,Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83892,"Java, Spring Boot, MySQL",2+ years,Internship in Web Company,Google Android Cert,Food Delivery App,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83893,"Cybersecurity, Networking, Linux",Fresher,Internship at Startup,Oracle Java Cert,"Firewall Project, Pen Testing","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83894,"AI, Deep Learning, TensorFlow",1+ years,Internship at Security Firm,"AWS Certified, Python Certified",Food Delivery App,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83895,"React, Node.js, MongoDB",1+ years,Internship in Web Company,CEH Cert,Smart Home System,"B.Des Design, Bachelor of Design, Design Engineering"
83896,"AI, Deep Learning, TensorFlow",3+ years,Internship at Startup,TensorFlow Cert,Smart Home System,"MBA, Master of Business Administration, Management Studies"
83897,"UI/UX, Figma, Adobe XD",2+ years,Internship in Analytics,Full Stack Cert,CI/CD Pipeline,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83898,"UI/UX, Figma, Adobe XD",3+ years,Internship in Design,Full Stack Cert,Smart Home System,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83899,"Cloud Computing, AWS, DevOps",2+ years,Internship at Security Firm,Full Stack Cert,"E-commerce Website, Banking App","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83900,"AI, Deep Learning, TensorFlow",3+ years,Internship at Security Firm,Google Android Cert,CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83901,"C, Embedded Systems, IoT",Fresher,Internship in Design,UI/UX Cert,"Chatbot, ATS Score System","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83902,"React, Node.js, MongoDB",Fresher,Internship at Startup,Embedded Cert,"E-commerce Website, Banking App","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83903,"UI/UX, Figma, Adobe XD",Fresher,Internship at Security Firm,Google Android Cert,"Built ATS system, Spam Classifier","MBA, Master of Business Administration, Management Studies"
83904,"AI, Deep Learning, TensorFlow",3+ years,Internship at Security Firm,Embedded Cert,E-learning Platform,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83905,"AI, Deep Learning, TensorFlow",2+ years,Internship in IoT Lab,Oracle Java Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83906,"UI/UX, Figma, Adobe XD",3+ years,Internship in Web Company,Full Stack Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83907,"UI/UX, Figma, Adobe XD",2+ years,Internship in Analytics,Google Android Cert,Social Media App,"MBA, Master of Business Administration, Management Studies"
83908,"Cybersecurity, Networking, Linux",1+ years,Internship in Analytics,AWS Architect Cert,"Firewall Project, Pen Testing","MBA, Master of Business Administration, Management Studies"
83909,"Java, Spring Boot, MySQL",Fresher,Internship at Security Firm,Embedded Cert,"Chatbot, ATS Score System","B.Des Design, Bachelor of Design, Design Engineering"
83910,"Python, Django, Machine Learning",2+ years,Internship in Analytics,Full Stack Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83911,"Android, Kotlin, Firebase",3+ years,Internship in Design,Embedded Cert,"Built ATS system, Spam Classifier","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83912,"Cloud Computing, AWS, DevOps",1+ years,Internship in Cloud Services,TensorFlow Cert,"E-commerce Website, Banking App","B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
83913,"Python, Django, Machine Learning",2+ years,Internship in Mobile Dev,Oracle Java Cert,"Firewall Project, Pen Testing","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83914,"Cloud Computing, AWS, DevOps",Fresher,Internship at Security Firm,Embedded Cert,Social Media App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83915,"UI/UX, Figma, Adobe XD",3+ years,Internship in Analytics,Data Science Cert,Food Delivery App,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83916,"Python, Django, Machine Learning",3+ years,Internship at Startup,Oracle Java Cert,"Firewall Project, Pen Testing","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83917,"Data Science, Pandas, NLP",2+ years,Internship at IT company,CEH Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83918,"Cloud Computing, AWS, DevOps",2+ years,Internship in Analytics,Data Science Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83919,"Cybersecurity, Networking, Linux",3+ years,Internship in IoT Lab,UI/UX Cert,"Built ATS system, Spam Classifier","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
83920,"Java, Spring Boot, MySQL",1+ years,Internship in Cloud Services,"AWS Certified, Python Certified","Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83921,"UI/UX, Figma, Adobe XD",Fresher,Internship at Security Firm,"AWS Certified, Python Certified","E-commerce Website, Banking App","B.Des Design, Bachelor of Design, Design Engineering"
83922,"Android, Kotlin, Firebase",Fresher,Internship in Mobile Dev,Full Stack Cert,Smart Home System,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
83923,"Data Science, Pandas, NLP",3+ years,Internship at Security Firm,Embedded Cert,Smart Home System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
83924,"UI/UX, Figma, Adobe XD",1+ years,Internship in AI Research,Embedded Cert,Social Media App,"B.Des Design, Bachelor of Design, Design Engineering"
83925,"C, Embedded Systems, IoT",1+ years,Internship at Security Firm,Embedded Cert,"Chatbot, ATS Score System","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83926,"Java, Spring Boot, MySQL",3+ years,Internship in Cloud Services,Data Science Cert,Smart Home System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83927,"Android, Kotlin, Firebase",2+ years,Internship in Cloud Services,CEH Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83928,"Python, Django, Machine Learning",1+ years,Internship in Cloud Services,"AWS Certified, Python Certified",Smart Home System,"MBA, Master of Business Administration, Management Studies"
83929,"Android, Kotlin, Firebase",1+ years,Internship in Design,AWS Architect Cert,Smart Home System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
83930,"Data Science, Pandas, NLP",Fresher,Internship in Cloud Services,UI/UX Cert,CI/CD Pipeline,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
83931,"AI, Deep Learning, TensorFlow",3+ years,Internship in Analytics,CEH Cert,E-learning Platform,"B.Des Design, Bachelor of Design, Design Engineering"
83932,"Java, Spring Boot, MySQL",2+ years,Internship in Web Company,TensorFlow Cert,E-learning Platform,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
83933,"Data Science, Pandas, NLP",3+ years,Internship in IoT Lab,Embedded Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
83934,"C, Embedded Systems, IoT",1+ years,Internship at IT company,Full Stack Cert,Image Recognition System,"B.Des Design, Bachelor of Design, Design Engineering"
